# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.3474810399e-01  1.6684830956e-01  5.4637553777e-01  1.9868574742e-01
2  8.8102170501e-01  2.1948584934e-02  3.5495061972e-01  3.4711040329e-02
3  6.7426887953e-01  1.0355821207e-01  6.1222523177e-01  1.0820159183e-01
