# type  value  stat. err
v4_L  1.6726714872e-03  6.2432016545e-04
v4(Psi2)  1.9372724722e-03  3.0559859136e-04
rho_422  7.5690561926e-01  1.5535689227e-01
chi_422  8.7384280533e-01  1.2795758960e-01
v5_L  1.9640613309e-03  2.2895961466e-04
v5(Psi23)  4.8602278686e-05  2.8903598916e-04
rho_523  2.4738231863e-02  1.4714556825e-01
chi_523  9.7366964188e-02  5.7900944061e-01
v6_L  7.3650814246e-06  9.0251241462e-07
v6(Psi2)  -4.5539356615e-04  2.1960982421e-04
v6(Psi3)  -2.0018326269e-04  2.6234505059e-04
rho_6222  -4.0904422900e-01  2.4197648816e-01
rho_633  -1.7980888276e-01  2.4356418196e-01
chi_6222  -3.6625255311e+00  1.7362189792e+00
chi_633  -1.0291071690e+00  1.3454608984e+00
