# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -4.3142155381e+02  3.2112247601e+04  1.6381063616e-01  7.7056028403e+00
SC_42  -4.3147884096e+02  3.2116519679e+04  1.6397365895e-01  7.7088239180e+00
