# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  4.8985678795e-03  5.6281251527e-04  -5.7580644524e-10  2.6462515717e-10
2  5.4341244104e-02  2.5616744749e-03  -8.7200366091e-06  1.6442682217e-06
3  1.2162519559e-02  2.3310747379e-03  -2.1882362423e-08  1.6775939229e-08
