# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  2.0346161190e-03  4.0285399155e-01  4.2589513321e-03  8.4327236376e-01
2  8.0621954467e-01  2.9264057318e-02  4.6056839637e-01  3.7693136334e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
