# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  2.6784892484e-09  6.6461377048e-09
2  3.3997800891e-02  1.9506252488e-03  -1.3359902984e-06  3.0660999711e-07
3  0.0000000000e+00  0.0000000000e+00  2.7337815647e-10  1.2048900736e-10
