# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.5240105024e+03  6.9699861032e+05  1.8466634435e-01  4.7831062368e+01
SC_42  -3.5240462674e+03  6.9700569252e+05  1.8514541961e-01  4.7866609094e+01
