# type  value  stat. err
v4_L  5.9603783646e-03  1.9774452467e-03
v4(Psi2)  8.6758645096e-03  1.0861203603e-03
rho_422  8.2423163503e-01  1.1584873436e-01
chi_422  1.4549847851e+00  1.0578343972e-01
v5_L  2.9067177474e-03  5.5063085538e-04
v5(Psi23)  2.6213898985e-03  3.7319970483e-04
rho_523  6.6971868461e-01  1.1025894583e-01
chi_523  2.9153832135e+00  3.6599113088e-01
v6_L  8.9061713359e-06  4.1306439994e-06
v6(Psi2)  1.3188716127e-03  6.0298746236e-04
v6(Psi3)  5.6032056390e-04  2.7745650810e-04
rho_6222  4.7558502769e-01  2.2105764742e-01
rho_633  2.0205156312e-01  1.0147268396e-01
chi_6222  2.5031262082e+00  1.0574504011e+00
chi_633  1.4280604364e+00  6.9019247434e-01
