# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  8.6501985795e-01  5.7117018697e-02  3.7938772215e-01  8.6019784725e-02
3  8.1250612332e-01  8.1739799560e-02  4.5234079105e-01  1.0644952314e-01
