# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.1667359407e-02  5.6629921827e-03  -1.0056512653e-06  7.1935208502e-07
2  4.9662775247e-02  6.6092938375e-03  -6.0830857748e-06  3.2382323480e-06
3  2.0994189964e-02  1.2860933102e-03  -1.9426586234e-07  4.7602508384e-08
