# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.5266108389e-02  6.8572712721e-03  -1.5467857123e-06  1.2030507151e-06
2  5.8204752389e-02  7.4853790276e-03  -1.1477142770e-05  5.9040377469e-06
3  2.5177169849e-02  1.5281883343e-03  -4.0181638202e-07  9.7556812179e-08
