# type  value  stat. err
v4_L  5.2004040440e-03  1.6224284392e-03
v4(Psi2)  6.7404340779e-03  9.5500523720e-04
rho_422  7.9174586261e-01  1.2701949910e-01
chi_422  1.3497448559e+00  1.0297240562e-01
v5_L  3.3158203306e-03  7.7728562219e-04
v5(Psi23)  3.1113903009e-03  5.6355146787e-04
rho_523  6.8426981981e-01  1.3881318894e-01
chi_523  2.4150857112e+00  3.8939787526e-01
v6_L  4.6298295677e-06  2.7254612532e-06
v6(Psi2)  1.4244329302e-03  5.2023766120e-04
v6(Psi3)  8.7235814994e-04  2.9820236676e-04
rho_6222  5.6767029192e-01  2.2764098000e-01
rho_633  3.4765540388e-01  1.3204980147e-01
chi_6222  3.4079270024e+00  1.1216169272e+00
chi_633  1.4673164074e+00  4.7738253064e-01
