# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.5525971116e-01  1.0906567476e-01  5.2277919530e-01  1.2762625915e-01
2  7.9835975246e-01  7.5970983535e-02  4.7045022361e-01  9.5799098326e-02
3  9.2748345858e-01  2.8689196261e-02  2.7401023855e-01  5.5960164075e-02
