# type  value  stat. err
v4_L  6.1339554729e-03  1.9747799316e-03
v4(Psi2)  8.0794389271e-03  1.1496960782e-03
rho_422  7.9646688997e-01  1.2832122306e-01
chi_422  1.2166808286e+00  9.3408055811e-02
v5_L  3.9172144051e-03  9.8295041376e-04
v5(Psi23)  3.7995014492e-03  7.0919738916e-04
rho_523  6.9623937496e-01  1.4499496348e-01
chi_523  2.1514456870e+00  3.5919725696e-01
v6_L  5.9207041850e-06  4.1420917657e-06
v6(Psi2)  1.7539704565e-03  6.6545380536e-04
v6(Psi3)  1.0162733839e-03  3.2789927780e-04
rho_6222  5.7505379030e-01  2.3527187297e-01
rho_633  3.3319367451e-01  1.1899561291e-01
chi_6222  2.7691206072e+00  9.5423723498e-01
chi_633  1.2056221226e+00  3.6788635154e-01
