# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.1076714884e-08  2.3632709782e-08
2  1.4141714847e-02  5.9012858333e-03  -3.9995239667e-08  6.6759468368e-08
3  0.0000000000e+00  0.0000000000e+00  8.8254936532e-10  5.4649612040e-10
