# type  value  stat. err
v4_L  2.6551533746e-03  9.3080716618e-04
v4(Psi2)  3.2704193793e-03  5.3241174597e-04
rho_422  7.7635354988e-01  1.4785671141e-01
chi_422  1.2253889165e+00  1.2593993900e-01
v5_L  1.1800751619e-03  5.1327253620e-04
v5(Psi23)  4.5694198515e-04  1.7439617807e-04
rho_523  3.6108941998e-01  1.9319176695e-01
chi_523  1.0432861583e+00  3.6761487369e-01
v6_L  1.3825684266e-05  1.2653719008e-06
v6(Psi2)  2.9058888853e-04  2.7841695334e-04
v6(Psi3)  4.3346372151e-04  3.5728924800e-04
rho_6222  2.1759694187e-01  2.2487297405e-01
rho_633  3.2458357472e-01  2.9560778049e-01
chi_6222  1.5574143829e+00  1.4569812756e+00
chi_633  2.6766758613e+00  2.1034803647e+00
