# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.0275096351e-01  2.4352534576e+01  7.8208046543e-02  4.9528902354e+00
SC_42  -3.0274226516e-01  2.4352274154e+01  7.8228806028e-02  4.9531752538e+00
