# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.3063832690e-08  2.9120088215e-08
2  1.5374389678e-02  6.1229801816e-03  -5.5871655243e-08  8.9005429139e-08
3  0.0000000000e+00  0.0000000000e+00  1.1323893925e-09  6.8643087311e-10
