# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  6.3046655413e-03  6.1155255751e-01  6.8256261357e-03  6.6208573517e-01
2  5.7503406523e-01  2.2774888353e-01  7.0890617964e-01  2.1541281062e-01
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
