# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.2276749278e-02  1.4258638095e-02  1.3213971222e-02  1.6524379169e-02
SC_42  1.2275184707e-02  1.4257962626e-02  1.3212326940e-02  1.6523621742e-02
