#correlator  value  value_err
4(24)  1.29950e+00  1.57641e-01
6(23)  -8.28002e+00  2.40375e+00
6(26)  1.42486e+00  4.90448e-01
6(36)  -3.82906e-01  4.14149e-01
(235)  1.17178e+00  1.89786e-01
(246)  5.45909e-01  1.67927e-01
(234)  -2.43532e+00  6.20565e-01
