# type  value  stat. err
v4_L  6.2402858051e-03  1.9777529365e-03
v4(Psi2)  5.9458348001e-03  1.5567372619e-03
rho_422  6.8981974587e-01  1.9586932073e-01
chi_422  1.7292098778e+00  3.4386271960e-01
v5_L  3.3371710340e-03  1.5870287671e-03
v5(Psi23)  3.4493707450e-03  1.0846306146e-03
rho_523  7.1869893594e-01  2.5446204213e-01
chi_523  3.6504941256e+00  8.1536577986e-01
v6_L  1.7830277395e-05  4.6381331409e-06
v6(Psi2)  2.0605349248e-03  5.3953184836e-04
v6(Psi3)  -1.1662038118e-03  1.0142729188e-03
rho_6222  7.1175979859e-01  2.2942921602e-01
rho_633  -4.0283568128e-01  3.5844660219e-01
chi_6222  6.5491239166e+00  8.9287919914e-01
chi_633  -3.1143545145e+00  2.5963064928e+00
