# type  value  stat. err
v4_L  1.0732140425e-02  3.1468156948e-03
v4(Psi2)  9.5864966800e-03  2.6149529121e-03
rho_422  6.6617925293e-01  1.9575799029e-01
chi_422  1.3520930833e+00  2.8361203324e-01
v5_L  5.5756635261e-03  2.7786560471e-03
v5(Psi23)  5.9122157920e-03  1.7608308027e-03
rho_523  7.2751025371e-01  2.5084510164e-01
chi_523  2.7015052385e+00  5.3735222833e-01
v6_L  3.5609893202e-05  9.8984249524e-06
v6(Psi2)  3.1308291735e-03  8.4452794997e-04
v6(Psi3)  -1.8829580051e-03  2.1614706764e-03
rho_6222  6.5855180829e-01  2.1291959280e-01
rho_633  -3.9606932555e-01  4.6010103642e-01
chi_6222  3.3654190739e+00  4.5100259015e-01
chi_633  -1.9625284912e+00  2.1948029075e+00
