# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.3563286296e-03  1.8942732681e-03  -7.6634066209e-09  6.2061036458e-09
2  0.0000000000e+00  0.0000000000e+00  3.7005911357e-09  4.6392773459e-09
3  3.2716234917e-03  7.7964195761e-03  -1.1456534621e-10  1.0920566014e-09
