#correlator  value  value_err
4(24)  1.60975e-01  1.09763e-01
6(23)  9.49431e-02  5.43710e-01
6(26)  -1.66431e-01  1.71779e-01
6(36)  6.53102e-02  2.40209e-01
(235)  1.16824e-01  8.92900e-02
(246)  -6.16110e-02  1.18944e-01
(234)  -2.07856e-01  3.01266e-01
