# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  2.8259529743e-02  3.4823268953e-02  3.3412762717e-02  4.7793529311e-02
SC_42  2.8258283453e-02  3.4823218279e-02  3.3411091076e-02  4.7792890381e-02
