#correlator  value  value_err
4(24)  1.93925e+00  1.21351e+00
6(23)  5.06454e+01  4.01771e+01
6(26)  6.63579e+00  7.09269e+00
6(36)  4.21426e+00  3.07823e+00
(235)  2.97588e+00  2.55617e+00
(246)  2.84407e+00  2.01500e+00
(234)  2.51785e+01  1.95219e+01
