# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  2.4460245224e-07  2.0858629520e-07
2  0.0000000000e+00  0.0000000000e+00  1.0624521232e-07  4.8927344814e-08
3  0.0000000000e+00  0.0000000000e+00  9.9474997072e-10  9.2189996837e-10
