# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.5377523345e-03  1.9937830925e-03  -3.4628542479e-03  1.9116648547e-03
SC_42  -3.5374643608e-03  1.9936736675e-03  -3.4625689685e-03  1.9115578794e-03
