# type  value  stat. err
v4_L  8.8269294688e-04  6.0496809003e-04
v4(Psi2)  8.9420332131e-04  2.9601133001e-04
rho_422  7.1167234442e-01  3.1497577221e-01
chi_422  1.9643983480e+00  5.2110003707e-01
v5_L  7.3933729216e-04  5.2983232043e-04
v5(Psi23)  5.1270877012e-04  2.8428193422e-04
rho_523  5.6985586864e-01  4.0663583951e-01
chi_523  7.3337464614e+00  2.8641052563e+00
v6_L  1.7378360614e-05  1.8518909303e-05
v6(Psi2)  2.7331289794e-06  1.0907066817e-04
v6(Psi3)  -3.9929956607e-05  1.6445081201e-03
rho_6222  2.6989634961e-03  1.0772702857e-01
rho_633  -3.9430812119e-02  1.6242312180e+00
chi_6222  1.7522713789e-01  6.9925820327e+00
chi_633  -1.2085545136e+00  4.9771109842e+01
