# type  value  stat. err
v4_L  1.5561937600e-02  1.1125431562e-03
v4(Psi2)  7.7098234258e-03  1.1365010537e-03
rho_422  4.4393334033e-01  6.9032115029e-02
chi_422  6.4216658335e-01  8.4006306036e-02
v5_L  6.1015770083e-03  5.6768083382e-04
v5(Psi23)  4.1168662069e-03  4.8828402765e-04
rho_523  5.5931433816e-01  7.2448069913e-02
chi_523  1.3164495634e+00  1.3822909083e-01
v6_L  2.0882646136e-05  2.3054806666e-06
v6(Psi2)  1.0497334090e-03  4.6282244060e-04
v6(Psi3)  1.0207683652e-03  3.0001289579e-04
rho_6222  2.5936753141e-01  1.1604630709e-01
rho_633  2.5221086493e-01  7.6573642220e-02
chi_6222  5.9324179020e-01  2.5212979846e-01
chi_633  5.5342507136e-01  1.4683400028e-01
