# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.8204207519e+01  5.5343495589e+03  6.1459616813e-01  8.8167972698e+01
SC_42  -3.8223930710e+01  5.5368411908e+03  6.1436160968e-01  8.8124559130e+01
