#correlator  value  value_err
4(24)  5.33529e-01  6.21973e-02
6(23)  -1.54043e-01  9.86420e-02
6(26)  3.54751e-01  1.23917e-01
6(36)  3.13015e-01  1.04209e-01
(235)  4.86427e-01  4.80645e-02
(246)  4.33739e-01  8.57258e-02
(234)  -1.49141e-01  8.58175e-02
