# type  value  stat. err
v4_L  8.4400457079e-03  6.3052930255e-04
v4(Psi2)  4.5339143976e-03  5.9082557235e-04
rho_422  4.7323172747e-01  6.6067858383e-02
chi_422  8.3022027891e-01  9.4508560301e-02
v5_L  3.3046037786e-03  3.2575151255e-04
v5(Psi23)  2.1302139872e-03  2.6481521710e-04
rho_523  5.4180563987e-01  7.4627072136e-02
chi_523  1.7076713475e+00  1.9315440515e-01
v6_L  7.8850753528e-06  7.9763664547e-07
v6(Psi2)  6.3468944649e-04  2.2224585682e-04
v6(Psi3)  4.8954648791e-04  1.7889318716e-04
rho_6222  2.8964458310e-01  1.0454085082e-01
rho_633  2.2340766683e-01  8.3946045587e-02
chi_6222  1.1891648016e+00  3.9529257412e-01
chi_633  7.4890041676e-01  2.5752908570e-01
