# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  1.9063410882e-01  2.0589548869e+00  5.9716090650e-01  6.0461198610e+00
2  1.3995417782e-03  2.6871202141e-01  4.8161505013e-03  9.2470089625e-01
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
