# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.6540618582e-02  1.5892825107e-02  1.8242299064e-02  1.9180086623e-02
SC_42  1.6623728758e-02  1.5965290799e-02  1.8335467748e-02  1.9271321402e-02
