# type  value  stat. err
v4_L  3.3036380872e-02  2.4053310514e-03
v4(Psi2)  1.2378640218e-02  2.0738916678e-03
rho_422  3.5087485865e-01  6.2490885964e-02
chi_422  4.2505727353e-01  5.4722223827e-02
v5_L  1.5447693632e-02  1.8592042677e-03
v5(Psi23)  1.1014692343e-02  2.0598296555e-03
rho_523  5.8056179832e-01  1.1222296384e-01
chi_523  1.0434361106e+00  1.3371623664e-01
v6_L  1.0983708299e-04  1.0361782762e-05
v6(Psi2)  5.5520160355e-04  5.3878010929e-04
v6(Psi3)  2.7148384504e-03  1.0705025280e-03
rho_6222  4.9834586795e-02  4.8421614630e-02
rho_633  2.4368238767e-01  9.6819605883e-02
chi_6222  7.4938916623e-02  7.1309110062e-02
chi_633  3.9969115264e-01  1.5181512524e-01
