# type  value  stat. err
v4_L  1.8945031799e-02  1.4052033464e-03
v4(Psi2)  7.3801334231e-03  1.1573608556e-03
rho_422  3.6298540916e-01  6.1077901342e-02
chi_422  5.3311692717e-01  6.4654341312e-02
v5_L  8.6795040787e-03  9.9154004081e-04
v5(Psi23)  6.1366123519e-03  1.0631650268e-03
rho_523  5.7730487126e-01  1.0404721468e-01
chi_523  1.3853234251e+00  1.5878607118e-01
v6_L  3.5182570620e-05  3.3101359033e-06
v6(Psi2)  4.4100785445e-04  3.0911882241e-04
v6(Psi3)  1.4278905531e-03  5.9141849354e-04
rho_6222  7.2072171324e-02  5.0638243619e-02
rho_633  2.3335451179e-01  9.7310220789e-02
chi_6222  1.7891590503e-01  1.2143521723e-01
chi_633  5.6164659229e-01  2.2491609695e-01
