#correlator  value  value_err
4(24)  7.52178e-01  7.17548e-02
6(23)  2.46393e-02  2.55962e-01
6(26)  3.29369e-02  1.14482e-01
6(36)  3.36966e-02  1.12010e-01
(235)  7.60848e-02  6.91710e-02
(246)  -1.67534e-01  8.63995e-02
(234)  -1.54203e-01  1.78495e-01
