# type  value  stat. err
v4_L  2.7878290461e-03  6.5494223129e-04
v4(Psi2)  2.9863193433e-03  3.9979667920e-04
rho_422  7.3098229122e-01  1.1505383921e-01
chi_422  7.6326786792e-01  7.6462274776e-02
v5_L  1.1845918117e-03  3.2584855889e-04
v5(Psi23)  2.7795237450e-04  2.0967915055e-04
rho_523  2.2843568134e-01  1.8210489738e-01
chi_523  3.5161743893e-01  2.6323659922e-01
v6_L  6.7527669268e-06  7.4896412352e-07
v6(Psi2)  8.6721055739e-05  1.8950851270e-04
v6(Psi3)  3.1583362568e-05  2.3231980486e-04
rho_6222  1.1742292740e-01  2.6892871155e-01
rho_633  4.2764826353e-02  3.1593100699e-01
chi_6222  2.7767742680e-01  6.0483631111e-01
chi_633  1.1501046112e-01  8.4591245711e-01
