# type  value  stat. err
v4_L  2.2874817011e-03  5.7902012163e-04
v4(Psi2)  2.4610929178e-03  3.4180263494e-04
rho_422  7.3246972366e-01  1.2146731302e-01
chi_422  8.1712790538e-01  8.7447023332e-02
v5_L  7.7353924335e-04  3.2794035840e-04
v5(Psi23)  1.3193439204e-04  1.7894880873e-04
rho_523  1.6813142048e-01  2.3824412332e-01
chi_523  2.2179918302e-01  3.0011745578e-01
v6_L  5.1238012132e-06  5.1910763989e-07
v6(Psi2)  8.0096262473e-05  1.7881684619e-04
v6(Psi3)  5.9937945093e-05  2.0940753746e-04
rho_6222  4.2183729515e-01  3.1597951622e+00
rho_633  3.1567091714e-01  2.5121227950e+00
chi_6222  3.7961335746e-01  8.4492839174e-01
chi_633  2.9709114287e-01  1.0375309819e+00
