# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  6.0478644381e-03  4.8382915505e-01  9.6654122980e-03  7.7323298384e-01
2  8.5021978038e-01  4.9921857630e-02  4.0099399220e-01  7.4533159115e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
