# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  9.4476103144e-03  7.5580882515e-01  6.3112666174e-03  5.0490132939e-01
2  8.5379934303e-01  4.6936377478e-02  3.9586165971e-01  7.0526334690e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
