# type  value  stat. err
v4_L  4.1189318403e-03  9.0622802861e-04
v4(Psi2)  4.2423340454e-03  5.8955881788e-04
rho_422  7.1746468932e-01  1.1477944888e-01
chi_422  6.9033842304e-01  7.2600940532e-02
v5_L  1.9580754352e-03  3.5602876621e-04
v5(Psi23)  2.8264225296e-04  2.6165754233e-04
rho_523  1.4286625762e-01  1.3465783560e-01
chi_523  2.1516002986e-01  1.9827722032e-01
v6_L  1.1105417839e-05  1.2495569673e-06
v6(Psi2)  7.9484549085e-05  2.3166755724e-04
v6(Psi3)  4.7771500404e-05  2.7725013747e-04
rho_6222  8.7551951935e-02  2.6330995157e-01
rho_633  5.2620140083e-02  3.0787262330e-01
chi_6222  1.2877759787e-01  3.7461811284e-01
chi_633  9.6586001700e-02  5.6047164863e-01
