# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -2.7465646153e-02  1.0477508165e+00  1.4130524719e-02  3.4140799217e+00
SC_42  -2.7500328541e-02  1.0477565573e+00  1.4171751750e-02  3.4184585876e+00
