#correlator  value  value_err
4(24)  6.95546e-01  6.66444e-02
6(23)  1.65851e-01  2.89970e-01
6(26)  4.16904e-01  1.68657e-01
6(36)  6.08029e-01  1.27148e-01
(235)  6.23692e-01  7.80233e-02
(246)  5.20596e-01  6.40416e-02
(234)  1.94647e-01  1.11172e-01
