# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  5.3723130439e-03  2.0463759161e-03  5.5489340005e-03  2.1795602596e-03
SC_42  5.4026016451e-03  2.0575883390e-03  5.5803158621e-03  2.1915873570e-03
