#correlator  value  value_err
4(24)  1.61741e+00  7.17688e-02
6(23)  -1.78569e+00  5.33772e-01
6(26)  2.46582e+00  4.51866e-01
6(36)  1.54117e-01  2.78354e-01
(235)  1.05801e+00  8.67948e-02
(246)  1.46799e+00  1.34863e-01
(234)  -7.59175e-01  3.21082e-01
