# type  value  stat. err
v4_L  1.5372340179e-02  1.2547385842e-02
v4(Psi2)  2.8357877811e-02  5.6521262022e-03
rho_422  8.7913842005e-01  1.9728981443e-01
chi_422  1.0016994258e+00  1.2825143319e-01
v5_L  7.3501275102e-03  5.8263306406e-03
v5(Psi23)  1.2976193137e-02  2.4160308801e-03
rho_523  8.7010985515e-01  1.9817052435e-01
chi_523  2.2554136827e+00  2.1345246225e-01
v6_L  7.0830847546e-05  2.1769439727e-05
v6(Psi2)  6.9450044031e-03  3.8599934720e-03
v6(Psi3)  5.8067320154e-04  1.8781426324e-03
rho_6222  6.3031092366e-01  3.6115289285e-01
rho_633  5.2700421881e-02  1.7061337119e-01
chi_6222  8.9627681114e-01  4.5938922604e-01
chi_633  1.6128788195e-01  5.1981444157e-01
