# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.7147552644e-02  1.0694254548e-02  1.9012342674e-02  1.3042058818e-02
SC_42  1.7282462521e-02  1.0763702539e-02  1.9160514429e-02  1.3126625793e-02
