# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.6112842215e-01  4.2713559996e+01  1.1432737607e-01  7.8385734392e+00
SC_42  -1.6122048316e-01  4.2711127368e+01  1.1437050946e-01  7.8427231281e+00
