#correlator  value  value_err
4(24)  -3.53140e-02  1.07301e-01
6(23)  4.77745e-01  1.75940e-01
6(26)  8.83026e-02  1.52650e-01
6(36)  -1.35565e-01  1.43814e-01
(235)  -3.58598e-01  1.07083e-01
(246)  3.79525e-01  5.43835e-02
(234)  -2.47058e-02  6.30668e-02
