# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.4526820016e-03  6.4093065213e-01  7.3424179805e-03  6.3144794633e-01
2  7.1401045635e-01  9.4415610051e-02  5.6971165866e-01  1.0620141838e-01
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
