# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  7.4006142301e-01  7.2235423269e-02  5.4054392759e-01  8.3678000788e-02
3  5.1187151238e-03  4.4020950065e-01  9.4014778012e-03  8.0852709090e-01
