# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  6.2700748163e-03  5.3922643420e-01  8.4570436231e-03  7.2730575158e-01
2  7.3492638176e-01  7.7590087806e-02  5.4638274872e-01  8.9486550708e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
