# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -2.1212112582e-02  6.4147826511e-02  -1.8043319216e-02  4.4710978790e-02
SC_42  -2.1220941514e-02  6.4182211408e-02  -1.8050581689e-02  4.4730294517e-02
