# type  value  stat. err
v4_L  9.5071519921e-04  1.4299542873e-03
v4(Psi2)  2.0797506311e-03  4.0632670399e-04
rho_422  9.0947909658e-01  2.5666525988e-01
chi_422  1.5935992574e+00  2.5974973683e-01
v5_L  8.5160478042e-04  4.1901089365e-04
v5(Psi23)  2.9812461654e-04  2.2192795845e-04
rho_523  3.3041257135e-01  2.8416667798e-01
chi_523  1.9285162844e+00  1.4246694025e+00
v6_L  6.0043911179e-06  5.8675612035e-07
v6(Psi2)  5.7607542279e-04  2.9100363468e-04
v6(Psi3)  7.0538340522e-05  2.1377933595e-04
rho_6222  7.4191727198e-01  5.3157879263e-01
rho_633  9.0845071843e-02  2.7916538335e-01
chi_6222  9.0041718814e+00  4.2173233907e+00
chi_633  1.9498364133e+00  5.9019505098e+00
