# type  value  stat. err
v4_L  2.7827826152e-03  1.5299582467e-03
v4(Psi2)  3.7932119379e-03  7.1023928537e-04
rho_422  8.0629410090e-01  1.9291601412e-01
chi_422  1.0207341540e+00  1.5513845268e-01
v5_L  1.6205269038e-03  4.5055600344e-04
v5(Psi23)  1.9600780417e-04  3.2340699427e-04
rho_523  1.2007797105e-01  2.0081843885e-01
chi_523  4.1147309765e-01  6.7793128955e-01
v6_L  1.4253408370e-05  1.4442390830e-06
v6(Psi2)  5.7238721801e-04  3.8157555003e-04
v6(Psi3)  -1.9154420460e-05  4.2308237220e-04
rho_6222  5.6428950510e-01  5.2211203738e-01
rho_633  -1.8883437823e-02  4.1727285835e-01
chi_6222  1.9227059294e+00  1.2305676964e+00
chi_633  -1.4049910486e-01  3.1032385578e+00
