# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.0110266696e-01  8.6480555806e-02  5.8380107801e-01  9.3373612745e-02
2  7.2650656213e-01  1.0543309381e-01  5.5583212462e-01  1.2124282982e-01
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
