# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  1.7381911848e-02  2.5856003645e-03  -9.1283056261e-08  5.4314279258e-08
2  3.8677700296e-02  5.7224361900e-03  -2.2379097859e-06  1.3244113120e-06
3  0.0000000000e+00  0.0000000000e+00  5.1730614445e-09  3.5721905672e-09
