# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  2.8569412493e-02  8.6693512630e-01  1.0760814715e-01  2.8954210499e+00
2  4.8152245640e-01  3.4601696263e-01  7.8887472078e-01  2.8758876637e-01
3  2.9852895314e-03  2.8061721595e-01  9.7111420768e-03  9.1284735522e-01
