#correlator  value  value_err
4(24)  1.23528e-01  1.03827e-01
6(23)  1.02795e-01  1.63698e-01
6(26)  -4.82556e-02  1.40762e-01
6(36)  -4.23369e-03  1.21017e-01
(235)  1.50967e-01  7.30903e-02
(246)  1.02811e-01  7.26289e-02
(234)  1.11027e-01  7.71606e-02
