# type  value  stat. err
v4_L  6.5328849525e-03  3.6980784095e-04
v4(Psi2)  7.0825925302e-04  5.6540227746e-04
rho_422  1.0778289564e-01  8.6248192822e-02
chi_422  7.6038325277e-01  6.0147257270e-01
v5_L  2.4739251139e-03  2.0412013713e-04
v5(Psi23)  5.4425708517e-04  2.5530264231e-04
rho_523  2.1485935773e-01  1.0208987540e-01
chi_523  1.5658636696e+00  7.2354437823e-01
v6_L  6.3895843143e-06  6.9097354580e-07
v6(Psi2)  -8.9225210247e-05  1.5823192158e-04
v6(Psi3)  -6.8226970754e-05  2.1673718735e-04
rho_6222  -6.2917908492e-02  1.1208836243e-01
rho_633  -4.8110823058e-02  1.5305201000e-01
chi_6222  -2.2133663873e+00  3.9043577354e+00
chi_633  -2.4517327208e-01  7.7828230488e-01
