# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  5.5709525480e-01  2.3260340669e-01  7.2512192094e-01  2.1424501530e-01
2  4.9594955049e-01  3.1757026649e-01  7.7728245583e-01  2.6890814320e-01
3  2.6299597353e-03  2.4721621512e-01  9.8885152301e-03  9.2952043163e-01
